序号,卫星NORAD,卫星intlid,卫星名称,发射时间,开始时间,结束时间,持续时长,阶段标定,轨道高度
,52278,22041T,,,20220430,20220511,11,C,357.680594
,52278,22041T,,,20220526,20220531,5,C,419.771822
,52279,22041U,,,20220430,20220510,10,C,352.652170
,52279,22041U,,,20220526,20220601,6,C,422.754302
,52280,22041V,,,20220430,20220510,10,C,352.673522
,52280,22041V,,,20220526,20220601,6,C,419.897535
,52281,22041W,,,20220430,20220510,10,C,352.897712
,52281,22041W,,,20220526,20220531,5,C,419.193768
,52282,22041X,,,20220430,20220604,35,C,353.002864
,52283,22041Y,,,20220430,20220510,10,C,352.688434
,52283,22041Y,,,20220526,20220601,6,C,420.907847
,52284,22041Z,,,20220430,20220604,35,C,353.202746
,52285,22041AA,,,20220430,20220510,10,C,352.697315
,52285,22041AA,,,20220526,20220601,6,C,420.328202
,52286,22041AB,,,20220430,20220604,35,C,352.114632
,52287,22041AC,,,20220430,20220510,10,C,352.657602
,52287,22041AC,,,20220525,20220601,7,C,420.277281
,52288,22041AD,,,20220430,20220604,35,C,352.647720
,52289,22041AE,,,20220430,20220604,35,C,353.438725
,52290,22041AF,,,20220430,20220604,35,C,356.848723
,52291,22041AG,,,20220430,20220602,33,C,352.440011
,52292,22041AH,,,20220430,20220604,35,C,353.543873
,52293,22041AJ,,,20220430,20220601,32,C,352.507866
,52294,22041AK,,,20220430,20220603,34,C,352.432349
,52295,22041AL,,,20220430,20220603,34,C,352.394500
,52296,22041AM,,,20220430,20220602,33,C,352.390094
,52297,22041AN,,,20220430,20220602,33,C,352.402952
,52298,22041AP,,,20220430,20220604,35,C,359.806402
,52299,22041AQ,,,20220430,20220603,34,C,352.362332
,52300,22041AR,,,20220430,20220604,35,C,352.616851
,52301,22041AS,,,20220430,20220604,35,C,352.710086
,52302,22041AT,,,20220429,20220531,32,C,352.370743
,52302,22041AT,,,20220604,20220703,29,C,357.956403
,52303,22041AU,,,20220430,20220603,34,C,352.408467
,52304,22041AV,,,20220430,20220702,63,C,352.726550
,52305,22041AW,,,20220430,20220604,35,C,358.114427
,52306,22041AX,,,20220429,20220703,65,C,357.917045
,52307,22041AY,,,20220429,20220604,36,C,353.362148
,52308,22041AZ,,,20220429,20220703,65,C,357.876991
,52309,22041BA,,,20220429,20220703,65,C,357.896788
,52310,22041BB,,,20220429,20220703,65,C,357.837586
,52311,22041BC,,,20220429,20220703,65,C,357.856648
,52312,22041BD,,,20220429,20220702,64,C,352.837114
,52313,22041BE,,,20220429,20220702,64,C,352.928639
,52331,22045A,,,20220509,20220516,7,C,356.210612
,52331,22045A,,,20220530,20220604,5,C,420.715712
,52332,22045B,,,20220509,20220516,7,C,356.250568
,52332,22045B,,,20220531,20220603,3,C,419.747573
,52333,22045C,,,20220509,20220515,6,C,353.167399
,52333,22045C,,,20220601,20220603,2,C,419.715651
,52334,22045D,,,20220509,20220516,7,C,356.197437
,52334,22045D,,,20220531,20220604,4,C,420.613261
,52335,22045E,,,20220510,20220515,5,C,353.384646
,52335,22045E,,,20220531,20220604,4,C,419.981737
,52336,22045F,,,20220516,20220530,14,C,413.941134
,52336,22045F,,,20220604,20220701,27,C,542.489559
,52337,22045G,,,20220509,20220516,7,C,356.223899
,52337,22045G,,,20220531,20220603,3,C,419.711542
,52338,22045H,,,20220510,20220515,5,C,353.182779
,52338,22045H,,,20220601,20220604,3,C,419.707687
,52339,22045J,,,20220510,20220515,5,C,353.305630
,52339,22045J,,,20220530,20220604,5,C,419.628159
,52340,22045K,,,20220510,20220609,30,C,356.847247
,52341,22045L,,,20220510,20220515,5,C,353.270232
,52341,22045L,,,20220530,20220604,5,C,419.647436
,52342,22045M,,,20220510,20220608,29,C,352.833330
,52343,22045N,,,20220510,20220515,5,C,353.402556
,52343,22045N,,,20220531,20220605,5,C,420.584860
,52344,22045P,,,20220510,20220515,5,C,352.480695
,52344,22045P,,,20220531,20220605,5,C,352.417975
,52345,22045Q,,,20220509,20220609,31,C,356.864934
,52346,22045R,,,20220509,20220602,24,C,352.447377
,52347,22045S,,,20220510,20220608,29,C,352.848531
,52348,22045T,,,20220510,20220608,29,C,352.765838
,52349,22045U,,,20220510,20220608,29,C,352.805570
,52350,22045V,,,20220510,20220608,29,C,352.849983
,52351,22045W,,,20220510,20220608,29,C,352.788425
,52351,22045W,,,20221113,20221201,18,G,341.532267
,52352,22045X,,,20220510,20220608,29,C,353.167656
,52353,22045Y,,,20220509,20220603,25,C,356.348920
,52354,22045Z,,,20220510,20220609,30,C,356.675943
,52355,22045AA,,,20220510,20220609,30,C,356.714240
,52356,22045AB,,,20220510,20220610,31,C,356.209888
,52357,22045AC,,,20220510,20220609,30,C,356.697560
,52358,22045AD,,,20220510,20220609,30,C,356.642623
,52359,22045AE,,,20220510,20220608,29,C,353.157097
,52360,22045AF,,,20220510,20220706,57,C,355.105524
,52361,22045AG,,,20220510,20220706,57,C,463.930340
,52362,22045AH,,,20220510,20220706,57,C,355.086170
,52363,22045AJ,,,20220510,20220609,30,C,356.654281
,52364,22045AK,,,20220510,20220602,23,C,352.409467
,52364,22045AK,,,20220607,20220706,29,C,355.046261
,52365,22045AL,,,20220510,20220706,57,C,355.125078
,52366,22045AM,,,20220510,20220601,22,C,352.526614
,52366,22045AM,,,20220606,20220706,30,C,355.007251
,52367,22045AN,,,20220510,20220602,23,C,352.313246
,52367,22045AN,,,20220606,20220706,30,C,355.065872
,52368,22045AP,,,20220510,20220706,57,C,354.948066
,52369,22045AQ,,,20220510,20220706,57,C,353.026716
,52370,22045AR,,,20220510,20220602,23,C,352.504002
,52370,22045AR,,,20220606,20220706,30,C,354.987413
,52371,22045AS,,,20220510,20220706,57,C,354.967788
,52372,22045AT,,,20220510,20220706,57,C,354.944605
,52373,22045AU,,,20220510,20220706,57,C,354.904373
,52374,22045AV,,,20220510,20220706,57,C,354.924408
,52375,22045AW,,,20220510,20220630,51,C,353.531971
,52376,22045AX,,,20220510,20220706,57,C,354.865514
,52377,22045AY,,,20220510,20220706,57,C,354.884994
,52378,22045AZ,,,20220509,20220706,58,C,354.826187
,52379,22045BA,,,20220510,20220706,57,C,353.477392
,52380,22045BB,,,20220510,20220727,78,C,353.209129
,52381,22045BC,,,20220510,20220706,57,C,354.805964
,52382,22045BD,,,20220510,20220706,57,C,354.786221
,52383,22045BE,,,20220510,20220728,79,C,359.684812
,52451,22049A,,,20220516,20220523,7,C,355.046120
,52452,22049B,,,20220516,20220523,7,C,355.061042
,52453,22049C,,,20220516,20220523,7,C,355.020805
,52454,22049D,,,20220516,20220522,6,C,351.944276
,52455,22049E,,,20220516,20220522,6,C,350.142665
,52456,22049F,,,20220516,20220522,6,C,352.037706
,52457,22049G,,,20220516,20220523,7,C,354.982876
,52458,22049H,,,20220516,20220523,7,C,354.970655
,52459,22049J,,,20220516,20220619,34,C,353.715028
,52460,22049K,,,20220516,20220620,35,C,360.763595
,52461,22049L,,,20220516,20220712,57,C,356.938105
,52462,22049M,,,20220516,20220620,35,C,360.743990
,52463,22049N,,,20220516,20220712,57,C,356.937463
,52464,22049P,,,20220516,20220620,35,C,360.762965
,52465,22049Q,,,20220516,20220620,35,C,352.467244
,52466,22049R,,,20220516,20220617,32,C,352.384071
,52467,22049S,,,20220516,20220617,32,C,352.480581
,52468,22049T,,,20220516,20220617,32,C,352.387141
,52468,22049T,,,20220629,20220702,3,C,422.466822
,52469,22049U,,,20220516,20220617,32,C,352.294798
,52470,22049V,,,20220516,20220620,35,C,360.612265
,52470,22049V,,,20220629,20220702,3,C,420.740496
,52471,22049W,,,20220516,20220620,35,C,360.668687
,52471,22049W,,,20220629,20220702,3,C,423.329842
,52472,22049X,,,20220516,20220619,34,C,352.668416
,52472,22049X,,,20220629,20220703,4,C,426.578392
,52473,22049Y,,,20220516,20220620,35,C,360.630983
,52473,22049Y,,,20220629,20220703,4,C,428.269467
,52474,22049Z,,,20220516,20220712,57,C,357.092796
,52475,22049AA,,,20220516,20220620,35,C,360.590877
,52475,22049AA,,,20220629,20220703,4,C,426.774213
,52476,22049AB,,,20220516,20220712,57,C,357.091869
,52477,22049AC,,,20220516,20220711,56,C,352.201068
,52478,22049AD,,,20220516,20220619,34,C,354.078131
,52479,22049AE,,,20220516,20220712,57,C,357.089652
,52480,22049AF,,,20220517,20220618,32,C,352.289748
,52480,22049AF,,,20220629,20220703,4,C,424.058752
,52481,22049AG,,,20220517,20220619,33,C,354.079153
,52481,22049AG,,,20220630,20220703,3,C,425.750586
,52482,22049AH,,,20220517,20220712,56,C,357.033730
,52483,22049AJ,,,20220517,20220604,18,C,356.501862
,52483,22049AJ,,,20220606,20220711,35,C,352.229090
,52484,22049AK,,,20220517,20220616,30,C,352.475185
,52484,22049AK,,,20220629,20220702,3,C,419.603728
,52485,22049AL,,,20220517,20220712,56,C,357.052461
,52485,22049AL,,,20220722,20220724,2,C,426.280432
,52486,22049AM,,,20220517,20220619,33,C,353.191382
,52486,22049AM,,,20220629,20220703,4,C,421.540871
,52487,22049AN,,,20220517,20220712,56,C,357.071001
,52487,22049AN,,,20220722,20220724,2,C,426.476216
,52488,22049AP,,,20220517,20220602,16,C,352.383948
,52488,22049AP,,,20220606,20220620,14,C,360.602765
,52488,22049AP,,,20220629,20220703,4,C,420.690650
,52489,22049AQ,,,20220517,20220620,34,C,360.622751
,52489,22049AQ,,,20220629,20220703,4,C,422.404145
,52490,22049AR,,,20220517,20220712,56,C,357.048581
,52490,22049AR,,,20220722,20220724,2,C,422.897197
,52491,22049AS,,,20220517,20220712,56,C,357.067944
,52491,22049AS,,,20220722,20220724,2,C,424.606392
,52492,22049AT,,,20220517,20220712,56,C,357.011097
,52492,22049AT,,,20220722,20220724,2,C,421.170806
,52493,22049AU,,,20220517,20220712,56,C,357.066858
,52493,22049AU,,,20220722,20220724,2,C,423.760668
,52494,22049AV,,,20220517,20220603,17,C,352.395667
,52494,22049AV,,,20220605,20220712,37,C,356.935854
,52494,22049AV,,,20220722,20220725,3,C,425.290258
,52495,22049AW,,,20220517,20220712,56,C,357.029288
,52495,22049AW,,,20220722,20220724,2,C,422.034047
,52496,22049AX,,,20220603,20220630,27,C,353.501634
,52497,22049AY,,,20220517,20220601,15,C,352.015199
,52497,22049AY,,,20220604,20220712,38,C,356.992446
,52497,22049AY,,,20220722,20220724,2,C,420.293832
,52498,22049AZ,,,20220517,20220801,76,C,352.919602
,52498,22049AZ,,,20220811,20220814,3,C,422.222398
,52499,22049BA,,,20220516,20220712,57,C,356.973390
,52499,22049BA,,,20220722,20220725,3,C,426.115179
,52500,22049BB,,,20220516,20220624,39,C,352.506337
,52500,22049BB,,,20220728,20220803,6,C,359.269652
,52501,22049BC,,,20220516,20220602,17,C,352.417374
,52501,22049BC,,,20220607,20220712,35,C,356.954423
,52501,22049BC,,,20220722,20220725,3,C,425.485598
,52502,22049BD,,,20220517,20220801,76,C,352.767370
,52502,22049BD,,,20220811,20220814,3,C,420.464760
,52503,22049BE,,,20220517,20220801,76,C,352.794538
,52503,22049BE,,,20220811,20220814,3,C,420.461262
,52533,22051A,,,20220522,20220531,9,C,355.339439
,52534,22051B,,,20220522,20220531,9,C,355.365927
,52535,22051C,,,20220522,20220531,9,C,355.352719
,52536,22051D,,,20220522,20220530,8,C,350.729068
,52537,22051E,,,20220522,20220531,9,C,355.313337
,52538,22051F,,,20220522,20220531,9,C,355.286672
,52539,22051G,,,20220522,20220531,9,C,355.299948
,52540,22051H,,,20220522,20220531,9,C,355.257854
,52542,22051K,,,20220522,20220531,9,C,355.242865
,52543,22051L,,,20220522,20220531,9,C,355.284642
,52545,22051N,,,20220522,20220531,9,C,355.271248
,52546,22051P,,,20220522,20220531,9,C,355.240526
,52548,22051R,,,20220522,20220531,9,C,355.174269
,52549,22051S,,,20220522,20220531,9,C,355.253743
,52550,22051T,,,20220522,20220531,9,C,355.200916
,52551,22051U,,,20220522,20220531,9,C,355.227454
,52552,22051V,,,20220522,20220531,9,C,355.161102
,52553,22051W,,,20220522,20220531,9,C,355.214345
,52555,22051Y,,,20220522,20220531,9,C,355.187728
,52557,22051AA,,,20220522,20220531,9,C,355.147860
,52558,22051AB,,,20220522,20220629,38,C,355.991930
,52559,22051AC,,,20220522,20220629,38,C,359.133449
,52560,22051AD,,,20220522,20220629,38,C,356.005584
,52562,22051AF,,,20220522,20220629,38,C,355.965954
,52565,22051AJ,,,20220523,20220629,37,C,355.985655
,52567,22051AL,,,20220523,20220629,37,C,355.946128
,52568,22051AM,,,20220523,20220629,37,C,355.920368
,52569,22051AN,,,20220523,20220629,37,C,355.926551
,52570,22051AP,,,20220523,20220629,37,C,355.916892
,52574,22051AQ,,,20220523,20220629,37,C,355.939568
,52575,22051AR,,,20220523,20220629,37,C,355.913860
,52576,22051AS,,,20220523,20220629,37,C,351.839211
,52581,22051AX,,,20220523,20220628,36,C,352.146848
,52581,22051AX,,,20220709,20220711,2,C,424.999168
,52582,22051AY,,,20220523,20220628,36,C,352.279107
,52583,22051AZ,,,20220523,20220628,36,C,352.303819
,52584,22051BA,,,20220523,20220628,36,C,352.186023
,52585,22051BB,,,20220523,20220628,36,C,352.472664
,52586,22051BC,,,20220523,20220602,10,C,352.393965
,52586,22051BC,,,20220605,20220629,24,C,355.865072
,52586,22051BC,,,20220709,20220711,2,C,423.270040
,52587,22051BD,,,20220523,20220629,37,C,355.825328
,52587,22051BD,,,20220709,20220711,2,C,421.541537
,52588,22051BE,,,20220523,20220629,37,C,355.805549
,52588,22051BE,,,20220709,20220711,2,C,420.679005
,52599,22052B,,,20220523,20220603,11,C,352.028726
,52600,22052C,,,20220523,20220603,11,C,353.193135
,52601,22052D,,,20220523,20220603,11,C,352.587564
,52602,22052E,,,20220523,20220527,4,C,352.395854
,52602,22052E,,,20220528,20220603,6,C,353.316378
,52603,22052F,,,20220523,20220603,11,C,353.233883
,52604,22052G,,,20220523,20220603,11,C,353.188738
,52605,22052H,,,20220524,20220526,2,C,356.596505
,52606,22052J,,,20220524,20220603,10,C,353.117389
,52607,22052K,,,20220524,20220525,1,C,352.210975
,52608,22052L,,,20220524,20220604,11,C,352.654852
,52609,22052M,,,20220524,20220604,11,C,356.432058
,52610,22052N,,,20220524,20220525,1,C,352.203352
,52611,22052P,,,20220524,20220525,1,C,352.486145
,52612,22052Q,,,20220523,20220604,12,C,353.304713
,52613,22052R,,,20220524,20220701,38,C,354.011466
,52614,22052S,,,20220524,20220701,38,C,354.031189
,52615,22052T,,,20220524,20220526,2,C,354.818867
,52616,22052U,,,20220524,20220701,38,C,353.991432
,52617,22052V,,,20220524,20220701,38,C,354.002362
,52618,22052W,,,20220524,20220701,38,C,353.971806
,52619,22052X,,,20220524,20220701,38,C,353.982448
,52620,22052Y,,,20220524,20220525,1,C,352.156552
,52621,22052Z,,,20220524,20220701,38,C,353.923529
,52622,22052AA,,,20220524,20220526,2,C,354.760943
,52622,22052AA,,,20220607,20220610,3,C,422.161030
,52623,22052AB,,,20220524,20220701,38,C,353.920861
,52624,22052AC,,,20220524,20220701,38,C,353.963482
,52625,22052AD,,,20220524,20220701,38,C,353.900696
,52626,22052AE,,,20220524,20220701,38,C,353.943286
,52627,22052AF,,,20220524,20220701,38,C,353.841367
,52629,22052AH,,,20220524,20220701,38,C,353.821925
,52630,22052AJ,,,20220524,20220601,8,C,352.262607
,52630,22052AJ,,,20220606,20220701,25,C,353.881177
,52631,22052AK,,,20220524,20220701,38,C,353.783061
,52632,22052AL,,,20220524,20220602,9,C,349.942908
,52632,22052AL,,,20220605,20220701,26,C,353.861478
,52633,22052AM,,,20220524,20220701,38,C,353.723539
,52633,22052AM,,,20220711,20220714,3,C,425.314174
,52634,22052AN,,,20220524,20220701,38,C,353.802226
,52635,22052AP,,,20220524,20220723,60,C,354.273665
,52636,22052AQ,,,20220524,20220701,38,C,353.763400
,52637,22052AR,,,20220524,20220723,60,C,354.264007
,52638,22052AS,,,20220524,20220701,38,C,353.743385
,52639,22052AT,,,20220524,20220723,60,C,354.234907
,52640,22052AU,,,20220524,20220723,60,C,354.282630
,52641,22052AV,,,20220524,20220723,60,C,354.225480
,52642,22052AW,,,20220524,20220723,60,C,354.254463
,52643,22052AX,,,20220524,20220723,60,C,354.196592
,52644,22052AY,,,20220524,20220723,60,C,354.244080
,52645,22052AZ,,,20220524,20220723,60,C,354.186897
,52646,22052BA,,,20220524,20220723,60,C,354.215821
,52647,22052BB,,,20220524,20220723,60,C,354.166762
,52648,22052BC,,,20220524,20220723,60,C,354.206031
,52649,22052BD,,,20220524,20220723,60,C,354.176414
,52650,22052BE,,,20220524,20220815,83,C,358.464331
,52656,22053A,,,20220527,20220604,8,C,352.295410
,52656,22053A,,,20220619,20220621,2,C,422.166323
,52657,22053B,,,20220527,20220604,8,C,352.507655
,52657,22053B,,,20220619,20220621,2,C,423.301472
,52658,22053C,,,20220527,20220604,8,C,352.588068
,52658,22053C,,,20220619,20220621,2,C,422.746500
,52659,22053D,,,20220527,20220604,8,C,352.643805
,52659,22053D,,,20220619,20220621,2,C,422.878496
,52660,22053E,,,20220527,20220604,8,C,353.278616
,52660,22053E,,,20220619,20220621,2,C,421.586171
,52661,22053F,,,20220527,20220604,8,C,352.343969
,52661,22053F,,,20220619,20220621,2,C,421.006353
,52662,22053G,,,20220527,20220604,8,C,352.623118
,52662,22053G,,,20220619,20220622,3,C,424.326223
,52663,22053H,,,20220527,20220604,8,C,352.424127
,52663,22053H,,,20220619,20220622,3,C,423.745747
,52664,22053J,,,20220527,20220604,8,C,352.416058
,52664,22053J,,,20220619,20220621,2,C,420.424500
,52665,22053K,,,20220527,20220604,8,C,352.358539
,52665,22053K,,,20220619,20220622,3,C,422.030146
,52666,22053L,,,20220527,20220604,8,C,352.618884
,52666,22053L,,,20220619,20220622,3,C,423.165261
,52667,22053M,,,20220527,20220604,8,C,352.385730
,52667,22053M,,,20220619,20220622,3,C,421.449718
,52668,22053N,,,20220527,20220604,8,C,352.587989
,52668,22053N,,,20220619,20220622,3,C,422.584574
,52669,22053P,,,20220531,20220604,4,C,352.521012
,52669,22053P,,,20220619,20220622,3,C,420.397515
,52670,22053Q,,,20220531,20220604,4,C,352.267410
,52670,22053Q,,,20220619,20220622,3,C,422.161987
,52671,22053R,,,20220531,20220604,4,C,352.373354
,52671,22053R,,,20220619,20220622,3,C,417.930089
,52672,22053S,,,20220531,20220604,4,C,352.405402
,52672,22053S,,,20220619,20220622,3,C,420.869827
,52673,22053T,,,20220531,20220604,4,C,352.438422
,52673,22053T,,,20220619,20220623,4,C,422.442186
,52674,22053U,,,20220531,20220604,4,C,352.433391
,52674,22053U,,,20220619,20220623,4,C,424.763935
,52675,22053V,,,20220531,20220703,33,C,355.830728
,52676,22053W,,,20220531,20220604,4,C,352.418718
,52676,22053W,,,20220619,20220623,4,C,423.022378
,52677,22053X,,,20220531,20220703,33,C,355.791308
,52678,22053Y,,,20220531,20220703,33,C,355.849994
,52679,22053Z,,,20220531,20220703,33,C,355.732009
,52680,22053AA,,,20220531,20220703,33,C,355.810712
,52681,22053AB,,,20220531,20220703,33,C,355.712596
,52682,22053AC,,,20220531,20220703,33,C,355.771592
,52683,22053AD,,,20220531,20220703,33,C,355.672730
,52684,22053AE,,,20220531,20220703,33,C,355.751925
,52685,22053AF,,,20220531,20220703,33,C,355.614220
,52686,22053AG,,,20220531,20220703,33,C,355.692484
,52687,22053AH,,,20220531,20220602,2,C,352.130772
,52687,22053AH,,,20220606,20220703,27,C,355.594568
,52688,22053AJ,,,20220531,20220603,3,C,352.004946
,52688,22053AJ,,,20220606,20220703,27,C,355.653155
,52689,22053AK,,,20220531,20220703,33,C,355.535602
,52690,22053AL,,,20220531,20220703,33,C,355.634166
,52691,22053AM,,,20220531,20220703,33,C,355.515674
,52692,22053AN,,,20220531,20220703,33,C,355.574799
,52693,22053AP,,,20220531,20220703,33,C,355.476129
,52694,22053AQ,,,20220531,20220703,33,C,355.555233
,52695,22053AR,,,20220528,20220622,25,C,353.515849
,52696,22053AS,,,20220528,20220703,36,C,355.495772
,52697,22053AT,,,20220528,20220622,25,C,353.474571
,52698,22053AU,,,20220528,20220622,25,C,353.532883
,52699,22053AV,,,20220528,20220715,48,C,360.573419
,52700,22053AW,,,20220528,20220622,25,C,353.494225
,52701,22053AX,,,20220528,20220725,58,C,357.724214
,52702,22053AY,,,20220528,20220622,25,C,353.456022
,52703,22053AZ,,,20220528,20220725,58,C,357.665588
,52704,22053BA,,,20220528,20220725,58,C,357.745330
,52705,22017BB,,,20220528,20220725,58,C,357.686032
,52706,22017BC,,,20220528,20220725,58,C,357.705224
,52707,22053BD,,,20220528,20220725,58,C,357.646178
,52708,22053BE,,,20220528,20220725,58,C,357.621369
,52830,22062A,,,20220703,20220716,13,C,356.669776
,52831,22062B,,,20220703,20220716,13,C,356.732962
,52832,22062C,,,20220528,20220716,49,C,356.711806
,52833,22062D,,,20220528,20220716,49,C,356.690958
,52834,22062E,,,20220528,20220716,49,C,356.649214
,52835,22062F,,,20220528,20220716,49,C,356.628217
,52836,22062G,,,20220528,20220716,49,C,356.607350
,52837,22062H,,,20220528,20220716,49,C,356.545083
,52837,22062H,,,20220725,20220729,4,C,424.607046
,52838,22062J,,,20220528,20220716,49,C,356.586640
,52838,22062J,,,20220725,20220729,4,C,425.730908
,52839,22062K,,,20220528,20220716,49,C,356.503203
,52839,22062K,,,20220725,20220729,4,C,422.779235
,52840,22062L,,,20220528,20220716,49,C,356.524390
,52841,22062M,,,20220528,20220716,49,C,356.440363
,52841,22062M,,,20220725,20220730,5,C,427.088432
,52842,22062N,,,20220528,20220716,49,C,356.566092
,52843,22062P,,,20220528,20220716,49,C,356.398794
,52843,22062P,,,20220725,20220730,5,C,425.257923
,52844,22062Q,,,20220528,20220716,49,C,356.482485
,52844,22062Q,,,20220725,20220729,4,C,421.866033
,52845,22062R,,,20220528,20220716,49,C,356.377694
,52845,22062R,,,20220725,20220730,5,C,424.592214
,52846,22062S,,,20220528,20220716,49,C,356.419728
,52846,22062S,,,20220725,20220729,4,C,420.281043
,52847,22062T,,,20220528,20220716,49,C,356.336531
,52847,22062T,,,20220725,20220730,5,C,423.469691
,52848,22062U,,,20220528,20220716,49,C,356.461215
,52848,22062U,,,20220725,20220729,4,C,420.952629
,52849,22062V,,,20220528,20220805,69,C,353.235040
,52849,22062V,,,20220815,20220819,4,C,425.966171
,52850,22062W,,,20220528,20220716,49,C,356.357542
,52850,22062W,,,20220725,20220730,5,C,424.383426
,52851,22062X,,,20220528,20220806,70,C,359.719698
,52851,22062X,,,20220815,20220819,4,C,425.101016
,52852,22062Y,,,20220528,20220806,70,C,359.759099
,52852,22062Y,,,20220815,20220819,4,C,426.831425
,52853,22062Z,,,20220528,20220806,70,C,359.679996
,52853,22062Z,,,20220815,20220819,4,C,423.371495
,52854,22062AA,,,20220528,20220806,70,C,359.699790
,52854,22062AA,,,20220815,20220819,4,C,424.236168
,52855,22062AB,,,20220528,20220806,70,C,359.621384
,52855,22062AB,,,20220815,20220819,4,C,421.680928
,52856,22062AC,,,20220528,20220806,70,C,359.660166
,52856,22062AC,,,20220815,20220819,4,C,422.507200
,52857,22062AD,,,20220528,20220806,70,C,359.581616
,52857,22062AD,,,20220815,20220819,4,C,420.023743
,52858,22062AE,,,20220528,20220806,70,C,359.640536
,52858,22062AE,,,20220815,20220819,4,C,421.877472
,52859,22062AF,,,20220528,20220806,70,C,359.562061
,52859,22062AF,,,20220815,20220819,4,C,419.698367
,52860,22062AG,,,20220528,20220806,70,C,359.601571
,52860,22062AG,,,20220815,20220819,4,C,420.817091
,52861,22062AH,,,20220528,20220806,70,C,359.465747
,52861,22062AH,,,20220815,20220820,5,C,421.430609
,52862,22062AJ,,,20220528,20220806,70,C,359.542212
,52862,22062AJ,,,20220815,20220820,5,C,424.888752
,52863,22062AK,,,20220528,20220806,70,C,359.502839
,52863,22062AK,,,20220815,20220820,5,C,423.158983
,52864,22062AL,,,20220528,20220805,69,C,352.999458
,52864,22062AL,,,20220815,20220820,5,C,424.023793
,52865,22062AM,,,20220528,20220805,69,C,352.939860
,52865,22062AM,,,20220815,20220820,5,C,420.601914
,52866,22062AN,,,20220528,20220805,69,C,353.008504
,52866,22062AN,,,20220815,20220820,5,C,422.294668
,52867,22062AP,,,20220528,20220805,69,C,352.859468
,52867,22062AP,,,20220815,20220820,5,C,420.031950
,52868,22062AQ,,,20220528,20220805,69,C,352.924280
,52868,22062AQ,,,20220815,20220820,5,C,420.801020
,52869,22062AR,,,20220528,20220829,93,C,357.190811
,52870,22062AS,,,20220528,20220805,69,C,352.881524
,52870,22062AS,,,20220815,20220820,5,C,420.011809
,52871,22062AT,,,20220528,20220829,93,C,357.132039
,52872,22062AU,,,20220528,20220829,93,C,357.170859
,52873,22062AV,,,20220528,20220829,93,C,357.091796
,52874,22062AW,,,20220528,20220829,93,C,357.151465
,52875,22062AX,,,20220528,20220829,93,C,357.071745
,52876,22062AY,,,20220528,20220829,93,C,357.112256
,52877,22062AZ,,,20220528,20220829,93,C,357.029141
,52878,22062BA,,,20220528,20220829,93,C,357.052983
,52879,22062BB,,,20220528,20220829,93,C,356.970790
,52880,22062BC,,,20220528,20220829,93,C,356.988818
,52881,22062BD,,,20220528,20220829,93,C,357.009077
,52882,22062BE,,,20220528,20220829,93,C,356.950186
,52986,22076A,,,20220719,20220813,25,C,354.378505
,52986,22076A,,,20220823,20220827,4,C,422.807756
,52987,22076B,,,20220718,20220725,7,C,352.849312
,52988,22076C,,,20220719,20220813,25,C,354.375577
,52988,22076C,,,20220823,20220827,4,C,421.961154
,52989,22076D,,,20220718,20220725,7,C,352.823357
,52990,22076E,,,20220718,20220725,7,C,352.817152
,52991,22076F,,,20220718,20220725,7,C,352.821140
,52991,22076F,,,20220804,20220806,2,C,425.709531
,52992,22076G,,,20220718,20220725,7,C,352.788180
,52992,22076G,,,20220804,20220806,2,C,424.795520
,52993,22076H,,,20220718,20220813,26,C,354.389254
,52993,22076H,,,20220823,20220827,4,C,421.130795
,52994,22076J,,,20220718,20220813,26,C,354.369543
,52994,22076J,,,20220823,20220827,4,C,420.265971
,52995,22076K,,,20220718,20220813,26,C,354.330315
,52995,22076K,,,20220823,20220828,5,C,425.215397
,52996,22076L,,,20220718,20220813,26,C,354.349774
,52996,22076L,,,20220823,20220827,4,C,420.177236
,52997,22076M,,,20220718,20220813,26,C,354.252013
,52997,22076M,,,20220823,20220828,5,C,422.659536
,52998,22076N,,,20220718,20220813,26,C,354.310432
,52998,22076N,,,20220823,20220828,5,C,424.584184
,52999,22076P,,,20220718,20220813,26,C,354.212116
,52999,22076P,,,20220823,20220828,5,C,420.930730
,53000,22076Q,,,20220718,20220813,26,C,354.291410
,53000,22076Q,,,20220823,20220827,4,C,419.306063
,53001,22076R,,,20220718,20220813,26,C,354.192331
,53001,22076R,,,20220823,20220828,5,C,420.126348
,53002,22076S,,,20220718,20220813,26,C,354.271575
,53002,22076S,,,20220823,20220828,5,C,423.523698
,53003,22076T,,,20220718,20220813,26,C,354.152837
,53003,22076T,,,20220823,20220829,6,C,425.001833
,53004,22076U,,,20220718,20220813,26,C,354.231891
,53004,22076U,,,20220823,20220828,5,C,421.794518
,53005,22076V,,,20220718,20220813,26,C,354.133174
,53005,22076V,,,20220823,20220829,6,C,424.136580
,53006,22076W,,,20220718,20220813,26,C,354.172387
,53006,22076W,,,20220823,20220829,6,C,425.866728
,53007,22076X,,,20220718,20220813,26,C,354.074641
,53007,22076X,,,20220823,20220829,6,C,422.445315
,53008,22076Y,,,20220718,20220813,26,C,354.113824
,53008,22076Y,,,20220823,20220829,6,C,423.506798
,53009,22076Z,,,20220718,20220904,48,C,353.425121
,53009,22076Z,,,20220915,20220918,3,C,426.059015
